"anly_mapped_zipcode","accession_to_result","accession_to_result","accession_to_result","accession_to_result","accession_to_result_than_1","accession_to_result_than_1"
"80239",1.4381467919121158,1,1,2,4447,6281
"80240",1,1,1,1,14,14
"80241",1.5224043715846995,1,1,2,1245,1830
"80242",2,2,2,2,2,9
"80243",0.14285714285714285,0,0,0,7,7
"80244",1.1914893617021276,1,1,1,44,47
"80245",1.2727272727272727,1,1,1,9,11
"80246",1.6477272727272727,1,1,2,818,1320
"80247",1.334953422438234,1,0,2,1793,2469
"80248",0.4,0,0,1,14,15
"80249",1.476638898949656,1,0,2,1849,2761
"80250",1.8636363636363635,1,1,3,26,44
"80251",1.5,1,1,2,1,2
"80253",0.8,1,1,1,5,5
"80255",6,6,6,6,0,1
"80256",2.125,1,1,2,5,8
"80257",0.5714285714285714,1,0,1,7,7
"80259",0,0,0,0,1,1
"80260",1.4874664279319607,1,0,2,1491,2234
"80261",1,1,0,2,3,5
"80263",0,0,0,0,2,2
"80264",1,0,0,3,2,3
"80265",0.6666666666666666,0,0,2,2,3
"80266",1.75,1,0,2,5,8
"80267",3,3,3,3,0,2
"80271",1,1,1,1,1,1
"80273",1,1,1,1,1,1
"80274",5,5,5,5,0,1
"80279",0.5,0,0,1,2,2
"80280",3,1,1,4,2,4
"80281",4.8,5,4,6,0,5
"80288",6,6,6,6,0,1
"80289",1,1,1,1,1,1
"80290",3,3,3,3,0,3
"80291",1,1,0,2,2,3
"80292",2.1666666666666665,2,2,2,0,6
"80293",2.8,2,2,2,0,5
"80294",2.4285714285714284,3,1,3,2,7
"80297",4,4,4,4,0,1
"80299",0.6,1,0,1,5,5
"80300",1,1,1,1,1,1
"80301",1.4301181102362204,1,1,2,1416,2032
"80302",1.7407781707933299,1,1,2,1199,1979
"80303",1.4850746268656716,1,1,2,1192,1742
"80304",1.5296327212020033,1,1,2,1708,2396
"80305",1.8762962962962964,1,1,2,748,1350
"80306",1.36,1,0,2,43,75
"80307",1,1,1,1,9,10
"80308",1.5714285714285714,1,1,2,36,56
"80309",0.7777777777777778,1,0,1,23,27
"80310",1.44,1,0,2,17,25
"80311",1.5,0,0,3,1,2
"80312",2,0,0,4,1,2
"80314",1.5,1,1,2,1,2
"80316",0,0,0,0,1,1
"80317",2.3333333333333335,2,2,3,0,3
"80319",4.5,4,4,5,0,2
"80320",2,2,2,2,0,1
"80321",1.6666666666666667,0,0,3,4,6
"80323",2,2,2,2,0,1
"80329",3,2,1,6,1,3
"80332",0,0,0,0,2,2
"80333",1.25,1,0,2,2,4
"80336",3,3,3,3,0,1
"80337",1,1,1,1,1,1
"80338",1,1,1,1,1,1
"80340",0,0,0,0,1,1
"80341",1,1,1,1,1,1
"80344",6,6,6,6,0,1
"80347",1.5,1,1,2,1,2
"80349",2,2,2,2,0,4
"80350",2,0,0,4,1,2
"80357",1.7142857142857142,1,1,2,5,7
"80360",3,3,3,3,0,2
"80364",3.3333333333333335,4,1,5,1,3
"80394",1,1,1,1,1,1
"80401",1.6439324116743472,1,1,2,2021,3255
"80402",1.6144578313253013,1,0,2,50,83
"80403",1.6725476358503881,1,1,2,880,1417
"80405",1,1,1,1,1,1
"80407",1.6666666666666667,2,1,2,1,3
"80412",1,1,1,1,1,1
"80413",1,1,1,1,1,1
"80414",3,3,3,3,0,1
"80419",3,3,3,3,0,1
"80420",1.1785714285714286,1,0,2,38,56
"80421",1.5155131264916468,1,0,2,302,419
"80422",1.4306930693069306,1,0,2,147,202
"80423",0.3333333333333333,0,0,1,3,3
"80424",1.320278503046127,1,0,2,750,1149
"80425",0.6666666666666666,1,0,1,6,6
"80426",0.8333333333333334,1,0,1,5,6
"80427",1.44,1,1,2,32,50
"80428",1.0681818181818181,1,1,1,77,88
"80429",1.6666666666666667,1,0,2,3,6
"80430",0.5,0,0,1,6,6
"80431",6,6,6,6,0,1
"80432",1.0555555555555556,1,0,2,11,18
"80433",1.6037099494097808,1,1,2,388,593
"80434",1,1,1,1,7,8
"80435",1.3058676654182273,1,0,2,520,801
"80436",1.0666666666666667,1,1,1,25,30
"80437",1.6728971962616823,1,1,2,58,107
"80438",1.0819672131147542,1,1,1,52,61
"80439",1.6000946521533366,1,1,2,1326,2113
"80440",0.9512195121951219,1,0,1,126,164
"80442",1.1588235294117648,1,1,1,132,170
"80443",1.251923076923077,1,0,2,342,520
"80444",1.2116788321167884,1,1,1,109,137
"80446",1.1677018633540373,1,0,1,242,322
"80447",1.2017543859649122,1,1,1,87,114
"80448",3,1,1,2,2,4
"80449",1,1,0,1,26,31
"80451",1.1940298507462686,1,1,1,57,67
"80452",1.1296296296296295,1,1,1,330,378
"80453",1.4333333333333333,1,0,2,19,30
"80454",1.6216216216216217,1,1,2,66,111
"80455",1.3142857142857143,1,0,1,27,35
"80456",1.7575757575757576,1,1,2,21,33
"80457",1.6774193548387097,1,1,2,34,62
"80459",1.099009900990099,1,1,1,165,202
"80461",1.1223776223776223,1,0,1,870,1144
"80462",4.5,3,3,6,0,2
"80463",1.625,1,0,2,5,8
"80465",1.379796397807361,1,0,2,929,1277
"80466",1.3662551440329218,1,1,2,176,243
"80467",1.0759878419452888,1,1,1,279,329
"80468",0.9230769230769231,1,1,1,11,13
"80469",1.0192307692307692,1,1,1,40,52
"80470",1.291304347826087,1,0,1,175,230
"80471",1.2,1,0,2,3,5
"80473",0.6666666666666666,1,0,1,3,3
"80474",1.5333333333333334,2,0,2,7,15
"80475",2.1739130434782608,1,1,2,14,23
"80476",0.9259259259259259,1,0,1,23,27
"80477",0.9811794228356336,1,1,1,700,797
"80478",1.2207792207792207,1,0,1,61,77
"80479",1,1,1,1,2,2
"80480",1,1,0,1,91,102
"80481",1.6,1,1,2,19,30
"80482",1.0344827586206897,1,0,1,67,87
"80483",1.0679611650485437,1,1,1,86,103
"80484",1.25,1,1,1,3,4
"80485",1,1,1,1,1,1
"80487",1.0887035633055344,1,1,1,2303,2638
"80488",1.07981220657277,1,1,1,181,213
"80489",0.5,0,0,1,2,2
"80493",2,2,2,2,0,1
"80497",0.9315068493150684,1,0,1,58,73
"80498",1.2921348314606742,1,0,2,338,534
"80501",1.1216045483259633,1,0,1,2515,3166
"80502",0.8125,1,0,1,58,64
"80503",1.1776344086021506,1,0,1,1806,2325
"80504",1.0389327525183774,1,0,1,2997,3673
"80505",1,1,1,1,1,1
"80507",0.5,0,0,1,2,2
"80510",0.8125,1,0,1,28,32
"80511",0.6666666666666666,1,0,1,8,9
"80512",0.7354838709677419,1,0,1,143,155
"80513",0.9264844486333648,1,0,1,874,1061
"80514",1.2163009404388714,1,0,1,246,319
"80515",1,1,0,1,59,72
"80516",1.408091908091908,1,0,2,1417,2002
"80517",0.8926174496644296,1,0,1,948,1043
"80518",4.25,3,2,4,0,4
"80520",1.0707964601769913,1,0,1,87,113
"80521",0.742296918767507,1,0,1,1913,2142
"80522",0.6290322580645161,0,0,1,56,62
"80523",0.8333333333333334,1,1,1,6,6
"80524",0.6820175438596491,1,0,1,3321,3648
"80525",0.7021357021357021,1,0,1,4753,5291
"80526",0.7533718689788054,1,0,1,3214,3633
"80527",0.5915492957746479,1,0,1,67,71
"80528",0.7056603773584905,1,0,1,1893,2120
"80530",1.1774193548387097,1,0,1,240,310
"80532",1.037037037037037,1,0,1,22,27
"80533",1.1578947368421053,1,1,1,17,19
"80534",0.8132635253054101,1,0,1,954,1146
"80535",0.6089108910891089,0,0,1,187,202
"80536",0.6062992125984252,1,0,1,116,127
"80537",0.8549858446052218,1,0,1,2685,3179
"80538",0.8393051031487514,1,0,1,3085,3684
"80539",0.8333333333333334,1,0,1,60,72
"80540",0.941747572815534,1,0,1,260,309
"80541",0.7272727272727273,1,0,1,19,22
"80542",0.8407643312101911,1,0,1,265,314
"80543",0.7427385892116183,1,0,1,418,482
"80544",0.896551724137931,1,0,1,24,29
"80545",0.7735849056603774,1,0,1,48,53
"80546",0.7567567567567568,1,0,1,32,37
"80547",0.6499102333931778,0,0,1,492,557
"80548",4,0,0,8,1,2
"80549",0.7120291616038882,1,0,1,732,823
"80550",0.6655927835051546,1,0,1,2764,3104
"80561",1,1,1,1,1,1
"80576",1.8,2,1,2,2,5
"80593",1,1,1,1,1,1
"80600",5,5,5,5,0,1
"80601",1.3410374935798666,1,1,2,2884,3894
"80602",1.4619422572178478,1,1,2,1587,2286
"80603",1.4674022066198595,1,0,2,691,997
"80604",1.3333333333333333,1,1,2,2,3
"80607",2,2,2,2,0,1
"80610",0.7652173913043478,1,0,1,203,230
"80611",0.7884615384615384,1,0,1,46,52
"80612",0.72,1,0,1,45,50
"80613",0,0,0,0,1,1
"80614",1.25,1,0,1,18,24
"80615",0.8003355704697986,1,0,1,496,596
"80616",3.5,2,2,3,0,4
"80620",1,1,0,1,1240,1530
"80621",1.3868778280542986,1,0,2,638,884
"80622",1.4,1,1,1,12,15
"80623",0.9871794871794872,1,1,1,63,78
"80624",0.9516129032258065,1,0,1,49,62
"80625",0.5,0,0,1,2,2
"80628",0,0,0,0,2,2
"80630",4,2,2,6,0,2
"80631",1.1021112464474219,1,1,1,3847,4926
"80632",0.8983050847457628,1,0,1,51,59
"80633",0.9166666666666666,1,0,1,48,60
"80634",0.8834110592938041,1,0,1,4991,6004
"80639",1,1,1,1,5,5
"80640",1.6356687898089173,1,1,2,481,785
"80641",1,1,1,1,1,1
"80642",1.4252873563218391,1,1,2,193,261
"80643",1.2688172043010753,1,0,2,139,186
"80644",0.9521531100478469,1,0,1,169,209
"80645",0.8827586206896552,1,0,1,243,290
"80646",1.3571428571428572,1,1,2,10,14
"80648",0.8846153846153846,1,0,1,43,52
"80649",0.7727272727272727,1,0,1,18,22
"80650",0.7107438016528925,1,0,1,106,121
"80651",1.0122950819672132,1,0,1,202,244
"80652",1.76,1,0,2,17,25
"80653",0.8703703703703703,1,0,1,45,54
"80654",1.0604395604395604,1,0,1,146,182
"80655",3,3,3,3,0,1
"80660",1,1,1,1,1,1
"80687",0.5,0,0,1,2,2
"80692",3,3,3,3,0,1
"80693",2.6666666666666665,2,1,5,1,3
"80701",0.8991116751269036,1,0,1,1333,1576
"80702",4,4,4,4,0,1
"80705",1.0285714285714285,1,0,1,93,105
"80720",0.8364485981308412,1,0,1,371,428
"80721",0.5,0,0,1,4,4
"80722",1.0588235294117647,1,1,1,39,51
"80723",1.0384245917387127,1,1,1,824,1041
"80726",0.925,1,0,2,28,40
"80727",0.8095238095238095,1,0,1,19,21
"80728",0.953125,1,0,1,96,128
"80729",1.1666666666666667,1,0,1,9,12
"80731",0.8099173553719008,1,0,1,104,121
"80733",0.9761904761904762,1,0,1,33,42
"80734",0.7323943661971831,1,0,1,127,142
"80735",0.8529411764705882,1,0,1,27,34
"80736",0.8072289156626506,1,0,1,70,83
"80737",0.7551020408163265,1,0,1,38,49
"80739",1,1,1,1,1,1
"80740",1,1,1,1,2,2
"80741",0.9418604651162791,1,0,2,64,86
"80742",0.875,1,0,1,7,8
"80743",1.082191780821918,1,1,2,53,73
"80744",0.35714285714285715,0,0,1,13,14
"80745",1.1764705882352942,1,1,2,12,17
"80746",1,1,0,2,2,3
"80747",0.8571428571428571,1,0,1,36,42
"80749",1.0952380952380953,1,1,2,15,21
"80750",0.9354838709677419,1,1,1,29,31
"80751",1.0083746898263026,1,1,1,5247,6448
"80754",0.5,0,0,1,8,8
"80755",1.2142857142857142,1,1,1,11,14
"80757",1,1,1,1,8,9
"80758",1.1314814814814815,1,1,2,402,540
"80759",0.965034965034965,1,0,1,233,286
"80764",1,1,1,1,1,1
"80787",1,1,1,1,1,1
"80801",2.6,2,2,4,1,5
"80802",1.5,1,1,2,1,2
"80804",0.4,0,0,1,10,10
"80805",1,1,1,1,8,10
"80807",0.8195488721804511,1,0,1,121,133
"80808",0.9442231075697212,1,0,1,212,251
"80809",1.1538461538461537,1,0,2,68,91
"80810",0.9411764705882353,1,1,1,30,34
"80812",0.5555555555555556,0,0,1,15,18
"80813",0.6476190476190476,1,0,1,99,105
"80814",0.8394495412844036,1,0,1,195,218
"80815",0.8205128205128205,1,0,1,33,39
"80816",0.9101123595505618,1,0,1,221,267
"80817",0.9638183217859893,1,0,1,1063,1299
"80818",0.5384615384615384,1,0,1,13,13
"80819",0.9615384615384616,1,0,1,40,52
"80820",0.75,1,0,1,38,44
"80821",1.1090909090909091,1,0,1,44,55
"80822",1,1,0,2,11,16
"80823",0.25,0,0,0,4,4
"80824",1.125,1,0,2,4,8
"80825",1.125,1,1,1,12,16
"80826",0.8928571428571429,1,1,1,27,28
"80827",0.8235294117647058,1,0,1,27,34
"80828",0.9919354838709677,1,0,1,104,124
"80829",1.0738007380073802,1,0,2,196,271
"80830",1.7142857142857142,2,0,4,3,7
"80831",0.9392684610075914,1,0,1,1131,1449
"80832",1.0454545454545454,1,1,1,19,22
"80833",0.5,0,0,1,19,22
"80834",0.4444444444444444,0,0,1,9,9
"80835",0.875,0,0,1,25,32
"80836",0.8529411764705882,1,0,1,30,34
"80840",1.295774647887324,1,1,2,48,71
"80841",2,2,2,2,0,2
"80847",1.3333333333333333,1,1,2,2,3
"80860",0.4482758620689655,0,0,1,28,29
"80861",1.6666666666666667,2,1,2,1,3
"80862",1,1,1,1,1,1
"80863",0.9464285714285714,1,0,1,563,672
"80864",0.7708333333333334,1,0,1,39,48
"80865",1,1,1,1,1,1
"80866",1.0476190476190477,1,0,1,32,42
"80881",2,2,2,2,0,1
"80896",1.3333333333333333,1,1,2,2,3
"80900",1.8333333333333333,1,0,2,3,6
"80901",1.3571428571428572,1,0,1,34,42
"80902",0.7213114754098361,1,0,1,110,122
"80903",0.8632768361581921,1,0,1,730,885
"80904",1.0007380073800738,1,0,1,1070,1355
"80905",1.0027149321266968,1,0,1,894,1105
"80906",0.9965606190885641,1,0,1,1865,2326
"80907",1,1,0,1,1225,1547
"80908",1.0836267605633803,1,0,2,826,1136
"80909",0.9172062904717854,1,0,1,1804,2162
"80910",0.9488505747126437,1,0,1,1452,1740
"80911",0.9469578783151326,1,0,1,1041,1282
"80912",0,0,0,0,2,2
"80913",0.65,1,0,1,20,20
"80914",0.6666666666666666,1,0,1,8,9
"80915",0.906187624750499,1,0,1,835,1002
"80916",0.913823019086177,1,0,1,1462,1729
"80917",0.9706422018348624,1,0,1,1325,1635
"80918",0.9565033783783784,1,0,1,1870,2368
"80919",1.013157894736842,1,0,1,1222,1596
"80920",0.9847928683796539,1,0,1,1463,1907
"80921",0.9848901098901099,1,0,1,1107,1456
"80922",0.9682059046177138,1,0,1,1037,1321
"80923",1.0053944706675657,1,0,1,1162,1483
"80924",0.8622448979591837,1,0,1,640,784
"80925",0.9043624161073825,1,0,1,492,596
"80926",1.1789473684210525,1,0,2,71,95
"80927",1.0050761421319796,1,0,1,297,394
"80928",0.5945945945945946,1,0,1,35,37
"80929",0.5833333333333334,0,0,1,10,12
"80930",1,1,0,1,52,62
"80931",0.5454545454545454,0,0,1,10,11
"80932",1.2272727272727273,1,0,1,18,22
"80933",2.235294117647059,2,1,3,8,17
"80934",0.5416666666666666,0,0,1,23,24
"80935",0.5294117647058824,0,0,1,16,17
"80936",1,1,0,1,20,24
"80937",1.1666666666666667,1,0,1,19,24
"80938",1,1,0,1,14,18
"80939",2.3333333333333335,3,1,3,1,3
"80941",1,1,1,1,1,1
"80942",1,1,1,1,1,1
"80944",1,1,1,1,1,1
"80945",1,1,1,1,1,1
"80946",2.7777777777777777,1,1,6,5,9
"80947",1,1,1,1,1,1
"80948",1,1,1,1,1,1
"80949",0.7083333333333334,1,0,1,22,24
"80950",1,1,1,1,1,1
"80951",0.9565217391304348,1,0,1,156,184
"80952",1,1,1,1,1,1
"80953",1,1,1,1,1,1
"80954",1,1,1,1,1,1
"80955",1,1,1,1,1,1
"80956",1,1,1,1,1,1
"80957",0.5,0,0,1,2,2
"80958",1,1,1,1,1,1
"80960",0.9166666666666666,1,0,1,10,12
"80961",1,1,1,1,1,1
"80962",1.2692307692307692,1,0,1,20,26
"80963",1,1,1,1,1,1
"80964",1,1,1,1,1,1
"80965",1,1,1,1,1,1
"80967",1.6666666666666667,1,1,3,2,3
"80968",1,1,1,1,1,1
"80969",1,1,1,1,1,1
"80970",0.7142857142857143,1,0,1,12,14
"80971",1,1,1,1,1,1
"80972",1,1,1,1,1,1
"80974",1,1,1,1,1,1
"80975",1,1,1,1,1,1
"80976",1,1,1,1,1,1
"80977",1,1,1,1,1,1
"80978",1,1,1,1,1,1
"80979",1,1,1,1,1,1
"80980",1,1,1,1,1,1
"80981",1,1,1,1,1,1
"80982",1,1,1,1,1,1
"80983",1,1,1,1,1,1
"80987",1,1,1,1,1,1
"80988",1,1,1,1,1,1
"80989",1,1,1,1,1,1
"80990",1,1,1,1,1,1
"80991",1,1,1,1,1,1
"80992",1,1,1,1,1,1
"80994",1,1,1,1,1,1
"80995",1,1,1,1,1,1
"80996",1,1,1,1,1,1
"80997",1,1,1,1,1,1
"80998",1,1,1,1,1,1
"80999",1,1,1,1,1,1
"81000",1,1,1,1,1,1
"81001",0.9046591889559965,1,0,1,1952,2318
"81002",0.5,0,0,1,10,10
"81003",0.8625134264232008,1,0,1,818,931
"81004",0.9437065148640101,1,0,1,1368,1581
"81005",0.9009852216748768,1,0,1,1728,2030
"81006",1.0671256454388984,1,0,1,470,581
"81007",0.9881273610361576,1,0,1,1499,1853
"81008",1.0269121813031161,1,0,1,558,706
"81009",0.5,0,0,1,4,4
"81010",1,1,1,1,1,1
"81011",1,1,1,1,1,1
"81012",0.5,0,0,1,2,2
"81013",1,1,1,1,1,1
"81014",1,1,1,1,1,1
"81015",1,1,1,1,1,1
"81016",1,1,1,1,1,1
"81017",1,1,1,1,1,1
"81018",1,1,1,1,1,1
"81019",1.18,1,0,2,72,100
"81020",0.6521739130434783,1,0,1,21,23
"81021",1,1,1,1,2,2
"81022",0.8867924528301887,1,0,1,43,53
"81023",1.09375,1,0,2,69,96
"81024",1.1,1,0,1,8,10
"81025",0.5,0,0,1,29,34
"81027",2,1,0,5,2,3
"81028",1,1,1,1,1,1
"81029",1.2222222222222223,1,1,1,7,9
"81030",2.111111111111111,2,1,2,4,9
"81031",1,1,1,1,1,1
"81032",1,1,1,1,1,1
"81033",0.875,1,1,1,8,8
"81034",1.131578947368421,1,1,1,33,38
"81036",1.5849056603773586,1,1,2,39,53
"81037",1,1,1,1,1,1
"81038",1,1,1,1,1,1
"81039",1.1788617886178863,1,1,2,88,123
"81040",0.9411764705882353,1,0,1,14,17
"81041",1.105263157894737,1,1,1,50,57
"81042",1,1,1,1,1,1
"81043",1,1,1,1,1,1
"81044",1.2,1,1,1,8,10
"81045",1,1,1,1,1,1
"81046",1,1,1,1,1,1
"81047",1.018181818181818,1,0,1,46,55
"81048",1,1,1,1,1,1
"81049",1,1,1,1,3,3
"81050",1.0051413881748072,1,1,1,341,389
"81051",1,1,1,1,1,1
"81052",1.1538461538461537,1,1,1,372,468
"81053",1,1,1,1,1,1
"81054",1.1540880503144655,1,1,1,247,318
"81055",1,1,1,1,31,38
"81056",1,1,1,1,2,2
"81057",1.0434782608695652,1,1,1,20,23
"81058",1.0689655172413792,1,1,2,21,29
"81059",1,1,1,1,42,42
"81060",1,1,1,1,1,1
"81061",1,1,1,1,1,1
"81062",1.1312576312576312,1,1,1,1356,1638
"81063",1.2372881355932204,1,1,2,82,118
"81064",1.1666666666666667,1,1,1,5,6
"81065",1,1,1,1,1,1
"81066",1,1,1,1,1,1
"81067",1.303030303030303,1,1,2,139,231
"81068",1,1,1,1,1,1
"81069",1.025974025974026,1,0,1,61,77
"81071",1,1,1,1,10,12
"81072",1,1,1,1,1,1
"81073",0.5656565656565656,0,0,1,90,99
"81074",1,1,1,1,1,1
"81076",0.631578947368421,1,0,1,18,19
"81077",0.9523809523809523,1,0,1,19,21
"81078",1.5,1,1,2,1,2
"81079",1,1,1,1,1,1
"81080",1,1,1,1,1,1
"81081",0.3333333333333333,0,0,1,6,6
"81082",0.9610894941634242,1,1,1,481,514
"81083",1,1,1,1,1,1
"81084",1.25,1,1,1,3,4
"81085",1,1,1,1,1,1
"81086",1,1,1,1,1,1
"81087",1,1,1,1,2,2
"81088",1,1,1,1,1,1
"81089",1.1476323119777159,1,1,1,280,359
"81090",1.0595238095238095,1,1,1,80,84
"81091",1,1,1,1,9,11
"81092",1.6111111111111112,1,1,1,15,18
"81093",1,1,1,1,1,1
"81094",1,1,1,1,1,1
"81095",1,1,1,1,1,1
"81096",1,1,1,1,1,1
"81097",1,1,1,1,1,1
"81098",1,1,1,1,1,1
"81099",1,1,1,1,1,1
"81100",1,1,1,1,1,1
"81101",1.1517509727626458,1,1,2,384,514
"81102",1,1,1,1,1,1
"81103",1,1,1,1,1,1
"81104",1,1,1,1,1,1
"81105",1,1,1,1,1,1
"81106",1,1,1,1,1,1
"81107",1,1,1,1,1,1
"81108",1,1,1,1,1,1
"81109",1,1,1,1,1,1
"81110",1,1,1,1,1,1
"81112",1,1,1,1,1,1
"81113",1,1,1,1,1,1
"81114",0.25,0,0,0,4,4
"81115",1,1,1,1,1,1
"81116",1,1,1,1,1,1
"81117",1,1,1,1,1,1
"81118",1,1,1,1,1,1
"81119",1,1,1,1,2,2
"81120",1.1228070175438596,1,0,2,42,57
"81121",1.1578947368421053,1,1,2,14,19
"81122",1.0568927789934355,1,1,1,387,457
"81123",0.5714285714285714,0,0,1,31,35
"81124",1,1,1,1,4,5
"81125",0.8529411764705882,1,0,1,62,68
"81126",0.6666666666666666,1,0,1,3,3
"81127",1,1,1,1,1,1
"81128",1.1666666666666667,1,1,1,5,6
"81130",1.1444444444444444,1,1,1,151,180
"81131",0.8928571428571429,0,0,2,20,28
"81132",0.9637681159420289,1,1,1,124,138
"81133",1.0222222222222221,1,0,1,38,45
"81134",1,1,1,1,1,1
"81135",1,1,1,1,6,6
"81136",0.5,0,0,1,4,4
"81137",1.0028901734104045,1,1,1,616,692
"81138",1,1,1,1,1,1
"81139",1,1,1,1,1,1
"81140",1.0125,1,1,1,68,80
"81141",1.2058823529411764,1,1,2,23,34
"81142",1,1,1,1,2,2
"81143",0.36363636363636365,0,0,1,11,11
"81144",1.0670339761248853,1,1,1,939,1089
"81145",1,1,1,1,1,1
"81146",0.9230769230769231,1,1,1,12,13
"81147",1.0804387568555758,1,1,1,483,547
"81148",1,1,1,1,4,5
"81149",0.7058823529411765,1,0,1,15,17
"81150",1,1,1,1,1,1
"81151",1.15625,1,0,2,22,32
"81152",1.7272727272727273,1,1,3,17,33
"81153",1.3333333333333333,1,1,2,2,3
"81154",0.75,1,0,1,46,48
"81155",1.1,1,1,1,8,10
"81156",1,1,1,1,1,1
"81157",0.6666666666666666,1,0,1,3,3
"81158",1,1,1,1,1,1
"81159",1,1,1,1,1,1
"81160",1,1,1,1,1,1
"81161",1,1,1,1,1,1
"81163",1,1,1,1,1,1
"81164",2,2,2,2,0,1
"81165",1,1,1,1,1,1
"81166",1,1,1,1,1,1
"81167",1,1,1,1,2,2
"81168",1,1,1,1,1,1
"81169",1,1,1,1,1,1
"81172",1,1,1,1,1,1
"81173",1,1,1,1,1,1
"81174",1,1,1,1,1,1
"81175",1,1,1,1,1,1
"81176",1,1,1,1,1,1
"81177",1,1,1,1,1,1
"81178",1,1,1,1,1,1
"81179",1,1,1,1,1,1
"81180",1,1,1,1,1,1
"81181",1,1,1,1,1,1
"81183",1,1,1,1,1,1
"81184",1,1,1,1,1,1
"81185",1,1,1,1,1,1
"81186",1,1,1,1,1,1
"81187",1,1,1,1,1,1
"81188",1,1,1,1,1,1
"81191",1,1,1,1,1,1
"81192",1,1,1,1,1,1
"81193",1,1,1,1,1,1
"81194",1,1,1,1,1,1
"81195",1,1,1,1,1,1
"81196",1,1,1,1,1,1
"81198",1,1,1,1,1,1
"81199",1,1,1,1,1,1
"81200",1,1,1,1,5,5
"81201",0.9723618090452262,1,0,1,321,398
"81202",0.6666666666666666,1,0,1,3,3
"81203",2,1,1,3,1,2
"81204",1,1,1,1,1,1
"81206",1,1,1,1,1,1
"81207",1,1,1,1,1,1
"81208",1,1,1,1,1,1
"81209",1,1,1,1,3,3
"81210",0.8125,1,0,1,15,16
"81211",1.0575539568345325,1,0,2,310,417
"81212",1.008036739380023,1,0,1,1373,1742
"81213",1,1,1,1,1,1
"81214",1,1,1,1,1,1
"81215",1.091743119266055,1,1,1,278,327
"81216",1,1,1,1,1,1
"81217",1,1,1,1,1,1
"81218",1,1,1,1,1,1
"81219",1,1,1,1,1,1
"81220",0.9230769230769231,1,1,1,11,13
"81221",1.5714285714285714,1,1,3,9,14
"81222",0.6666666666666666,1,0,1,12,12
"81223",0.9661016949152542,1,0,1,45,59
"81224",0.873015873015873,1,0,1,322,378
"81225",1.1333333333333333,1,1,1,13,15
"81226",1.0021164021164022,1,1,1,898,945
"81227",1,1,1,1,1,1
"81229",0.75,1,0,1,4,4
"81230",0.776255707762557,1,0,1,392,438
"81231",1,1,1,1,2,2
"81232",1,1,1,1,1,1
"81233",1.04,1,1,1,20,25
"81234",1,1,1,1,1,1
"81235",0.7906976744186046,1,0,1,38,43
"81236",1.0285714285714285,1,0,2,26,35
"81237",0.5,0,0,1,2,2
"81238",1,1,1,1,2,2
"81239",0.6,1,0,1,5,5
"81240",1.0642857142857143,1,0,1,110,140
"81241",1,1,0,2,3,5
"81242",0.8064516129032258,1,0,1,27,31
"81243",0.75,0,0,1,3,4
"81244",0.9285714285714286,1,0,1,11,14
"81245",1,1,1,1,1,1
"81246",1,1,1,1,1,1
"81247",1,1,1,1,1,1
"81248",1,1,1,1,4,4
"81249",1,1,1,1,1,1
"81250",1,1,1,1,1,1
"81251",0.7037037037037037,1,0,1,24,27
"81252",1.0333333333333334,1,0,1,92,120
"81253",0.7142857142857143,1,0,1,7,7
"81254",1,1,1,1,1,1
"81255",1,1,1,1,1,1
"81256",1,1,1,1,1,1
"81257",1,1,1,1,1,1
"81259",1,1,1,1,1,1
"81260",1,1,1,1,1,1
"81261",1,1,1,1,1,1
"81262",1,1,1,1,1,1
"81263",1.5,1,1,2,1,2
"81264",1,1,1,1,1,1
"81265",0,0,0,0,1,1
"81266",1,1,1,1,1,1
"81267",1,1,1,1,1,1
"81268",1,1,1,1,1,1
"81269",2,2,2,2,0,1
"81270",1,1,1,1,1,1
"81271",1,1,1,1,1,1
"81272",1,1,1,1,1,1
"81273",1,1,1,1,1,1
"81274",1,1,1,1,1,1
"81275",1,1,1,1,1,1
"81276",1,1,1,1,1,1
"81277",1,1,1,1,1,1
"81278",1,1,1,1,1,1
"81279",1,1,1,1,1,1
"81280",1,1,1,1,1,1
"81281",1,1,1,1,1,1
"81282",1,1,1,1,1,1
"81284",1,1,1,1,1,1
"81285",1,1,1,1,1,1
"81286",1,1,1,1,1,1
"81287",1,1,1,1,1,1
"81290",0,0,0,0,1,1
"81301",1.075542258788332,1,1,1,2286,2674
"81302",0.9900990099009901,1,0,1,86,101
"81303",0.974477958236659,1,1,1,386,431
"81307",0.5,0,0,1,2,2
"81310",0,0,0,0,2,2
"81312",0,0,0,0,1,1
"81320",3,2,2,2,1,6
"81321",1.6839546191247974,1,1,2,912,1234
"81323",1.510204081632653,1,1,2,248,343
"81324",1.2857142857142858,1,1,2,16,28
"81325",1.5,1,1,2,1,2
"81326",1.107843137254902,1,1,1,82,102
"81327",2.212121212121212,1,1,2,22,33
"81328",1.5254901960784313,1,1,2,182,255
"81329",0.8333333333333334,1,1,1,6,6
"81330",2,2,2,2,0,1
"81331",3.3333333333333335,2,1,6,4,9
"81332",1,1,0,2,8,11
"81334",5.885482416591524,7,4,8,104,1109
"81335",0.4,0,0,1,5,5
"81344",2,2,2,2,0,1
"81349",5,1,1,9,1,2
"81364",2,2,2,2,0,1
"81365",1,1,1,1,1,1
"81384",1.5,1,1,2,1,2
